          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    KB/t tps  MB/s     KB/t tps  MB/s 
   35.27 980 33.73     0.00   0  0.00 
   38.04 907 33.69     0.00   0  0.00 
   45.88 673 30.13     0.00   0  0.00 
   32.20 984 30.95     0.00   0  0.00 
   37.56 860 31.56     0.00   0  0.00 
   45.39 760 33.69     0.00   0  0.00 
   40.06 885 34.63     0.00   0  0.00 
   38.20 1020 38.04     0.00   0  0.00 
   52.23 512 26.09     0.00   0  0.00 
   38.46 980 36.82     0.00   0  0.00 
   44.82 936 40.96     0.00   0  0.00 
   65.78 354 22.73     0.00   0  0.00 
  252.56 155 38.32     0.00   0  0.00 
   67.78 399 26.44     0.00   0  0.00 
   56.54 581 32.08     0.00   0  0.00 
   32.09 1166 36.53     0.00   0  0.00 
   39.89 869 33.87     0.00   0  0.00 
   32.64 1025 32.67     0.00   0  0.00 
   58.17 472 26.83     0.00   0  0.00 
   31.63 929 28.69     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   39.04 999 38.09     0.00   0  0.00 
   39.66 804 31.12     0.00   0  0.00 
   32.76 1059 33.89     0.00   0  0.00 
   39.83 827 32.16     0.00   0  0.00 
   33.76 1185 39.07     0.00   0  0.00 
   36.36 998 35.42     0.00   0  0.00 
   65.92 375 24.14     0.00   0  0.00 
   38.41 846 31.75     0.00   0  0.00 
   37.35 1164 42.47     0.00   0  0.00 
   38.27 939 35.10     0.00   0  0.00 
   30.18 1098 32.36     0.00   0  0.00 
   37.47 904 33.08     0.00   0  0.00 
   36.42 814 28.96     0.00   0  0.00 
   33.17 1392 45.08    37.51   9  0.33 
   38.42 906 34.01     0.00   0  0.00 
   53.18 397 20.60     0.00   0  0.00 
   36.57 809 28.89     0.00   0  0.00 
   38.49 805 30.24     0.00   0  0.00 
   48.28 649 30.59     0.00   0  0.00 
   44.27 990 42.77     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   44.96 751 32.99     0.00   0  0.00 
   39.06 1003 38.27     0.00   0  0.00 
   59.95 551 32.24     0.00   0  0.00 
   51.67 648 32.70     0.00   0  0.00 
   41.20 902 36.28     0.00   0  0.00 
   42.95 742 31.12     0.00   0  0.00 
   66.95 485 31.74     0.00   0  0.00 
   70.39 337 23.16     0.00   0  0.00 
   32.95 765 24.60     0.00   0  0.00 
   33.23 1020 33.09     0.00   0  0.00 
   33.77 880 29.02     0.00   0  0.00 
   32.69 881 28.12     0.00   0  0.00 
   32.24 1025 32.28     0.00   0  0.00 
   35.89 897 31.44     0.00   0  0.00 
  208.54 149 30.30     0.00   0  0.00 
   45.71 692 30.87     0.00   0  0.00 
   42.74 649 27.10     0.00   0  0.00 
   31.94 969 30.22     0.00   0  0.00 
   31.89 1065 33.17     0.00   0  0.00 
   31.27 957 29.22     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   31.02 987 29.89     0.00   0  0.00 
   31.18 1137 34.62     0.00   0  0.00 
   40.75 520 20.69     0.00   0  0.00 
   31.34 769 23.52     0.00   0  0.00 
   30.50 1278 38.06     0.00   0  0.00 
   50.70 518 25.63     0.00   0  0.00 
   40.74 480 19.10     0.00   0  0.00 
   37.15 561 20.36     0.00   0  0.00 
  164.31 144 23.10     0.00   0  0.00 
  153.80 151 22.70     0.00   0  0.00 
  130.67 158 20.11     0.00   0  0.00 
  105.83 231 23.91     0.00   0  0.00 
   51.54 568 28.58     0.00   0  0.00 
   39.98 1085 42.36     0.00   0  0.00 
   69.96 545 37.26     0.00   0  0.00 
  175.45 155 26.52     0.00   0  0.00 
  145.07 151 21.36     0.00   0  0.00 
  165.30 133 21.46     0.00   0  0.00 
   53.01 475 24.60     0.00   0  0.00 
   35.18 894 30.71     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   42.45 563 23.36     0.00   0  0.00 
   53.85 605 31.81     0.00   0  0.00 
   63.16 536 33.04     0.00   0  0.00 
   64.48 632 39.77     0.00   0  0.00 
  167.32 231 37.67     0.00   0  0.00 
  123.88 252 30.44     0.00   0  0.00 
  100.88 300 29.57     0.00   0  0.00 
   39.36 821 31.55     0.00   0  0.00 
   40.88 588 23.47     0.00   0  0.00 
   32.48 804 25.52     0.00   0  0.00 
   11.40 1470 16.36     0.00   0  0.00 
   54.30 400 21.24     0.00   0  0.00 
  132.26 301 38.89     8.00   0  0.00 
   62.13 483 29.31    14.54  23  0.32 
   36.94 450 16.24     9.18   3  0.03 
   83.83 215 17.58    44.00   0  0.01 
  219.82  90 19.32     0.00   0  0.00 
  223.74  81 17.64     0.00   0  0.00 
  234.12  46 10.51     0.00   0  0.00 
  142.21 117 16.25    10.92   3  0.03 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  239.01  95 22.17     0.00   0  0.00 
   49.46 546 26.37     0.00   0  0.00 
   49.61 480 23.23     0.00   0  0.00 
   35.03 625 21.38     0.00   0  0.00 
   37.15 515 18.69     0.00   0  0.00 
   67.54 333 21.94     0.00   0  0.00 
  261.12  90 22.95     0.00   0  0.00 
  244.00 103 24.59     0.00   0  0.00 
  210.72  93 19.21     0.00   0  0.00 
  295.08  92 26.39     0.00   0  0.00 
  288.32  90 25.39     0.00   0  0.00 
  268.53  80 21.08     0.00   0  0.00 
  186.31 116 21.10     0.00   0  0.00 
  260.93  75 19.11     0.00   0  0.00 
   41.71 548 22.33     0.00   0  0.00 
   38.48 723 27.15     0.00   0  0.00 
   39.99 651 25.42     0.00   0  0.00 
  146.20 172 24.52     0.00   0  0.00 
  155.61 121 18.44     0.00   0  0.00 
  273.73  59 15.82     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  291.51  64 18.10     0.00   0  0.00 
  315.15  51 15.57     0.00   0  0.00 
  286.88  20  5.60     0.00   0  0.00 
  315.36  54 16.63     0.00   0  0.00 
   99.52 179 17.43     0.00   0  0.00 
  284.23  66 18.43     0.00   0  0.00 
  257.64  75 18.81     0.00   0  0.00 
  301.25  60 17.53     0.00   0  0.00 
  223.17  70 15.17     0.00   0  0.00 
   85.16 184 15.30     0.00   0  0.00 
   36.27 666 23.58     0.00   0  0.00 
   33.96 759 25.16     0.00   0  0.00 
   56.01 377 20.60     0.00   0  0.00 
  253.42  75 18.55     0.00   0  0.00 
  238.97  67 15.72     0.00   0  0.00 
   56.40 405 22.30     0.00   0  0.00 
   51.14 528 26.38    10.05  13  0.13 
   33.35 601 19.58     0.00   0  0.00 
   56.48 356 19.63     0.00   0  0.00 
  290.10  56 15.86     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  124.27 114 13.88    73.79   8  0.55 
   96.81 167 15.78    96.00   1  0.06 
  121.51 198 23.54    11.54   3  0.03 
  186.94 137 25.08     8.00   1  0.00 
  232.11 121 27.37   121.50   2  0.19 
  227.39 128 28.46     0.00   0  0.00 
  124.97 213 26.04     0.00   0  0.00 
   42.60 586 24.38     0.00   0  0.00 
   33.79 811 26.75    12.25   1  0.01 
   32.12 669 20.98     0.00   0  0.00 
   36.51 668 23.81     0.00   0  0.00 
   40.98 612 24.50     0.00   0  0.00 
   43.33 575 24.32     0.00   0  0.00 
   44.29 705 30.49     0.00   0  0.00 
   65.99 315 20.32     0.00   0  0.00 
   98.11 276 26.42     0.00   0  0.00 
   45.90 502 22.51     0.00   0  0.00 
   34.01 795 26.40     0.00   0  0.00 
  166.96 131 21.39     0.00   0  0.00 
  190.84 108 20.20     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  212.80 110 22.89     0.00   0  0.00 
   47.42 574 26.60     0.00   0  0.00 
   39.55 470 18.13     0.00   0  0.00 
   30.22 607 17.92     0.00   0  0.00 
   32.43 642 20.34     0.00   0  0.00 
   42.30 628 25.95     0.00   0  0.00 
  143.01 141 19.66     0.00   0  0.00 
   78.13 235 17.91     0.00   0  0.00 
  162.99 112 17.76     0.00   0  0.00 
  194.58 128 24.36     0.00   0  0.00 
   89.78 244 21.37     0.00   0  0.00 
   31.80 793 24.62     0.00   0  0.00 
   85.64 264 22.11     0.00   0  0.00 
   30.26 872 25.79     0.00   0  0.00 
   31.27 869 26.55     0.00   0  0.00 
   58.34 387 22.04     0.00   0  0.00 
  225.94  93 20.51     0.00   0  0.00 
   35.80 476 16.65     0.00   0  0.00 
   38.55 885 33.33     0.00   0  0.00 
   31.00 873 26.43     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   31.09 1015 30.81     0.00   0  0.00 
   57.59 467 26.29     0.00   0  0.00 
   43.38 712 30.16     0.00   0  0.00 
   42.53 661 27.46     0.00   0  0.00 
   49.61 467 22.62     0.00   0  0.00 
   38.38 561 21.04     0.00   0  0.00 
   54.54 407 21.70     0.00   0  0.00 
   39.26 615 23.57     0.00   0  0.00 
   56.34 385 21.18     0.00   0  0.00 
   80.59 304 23.92     0.00   0  0.00 
   32.25 929 29.25     0.00   0  0.00 
   32.38 920 29.10     0.00   0  0.00 
   58.67 529 30.28     0.00   0  0.00 
  223.20 108 23.54     0.00   0  0.00 
  220.13  76 16.42     0.00   0  0.00 
  285.73  39 10.94     0.00   0  0.00 
  215.98  47  9.95    25.33   1  0.01 
  299.56  52 15.32    12.25   1  0.01 
  221.29  59 12.75     0.00   0  0.00 
   67.54 272 17.92     8.00   2  0.01 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  108.20  65  6.84     0.00   0  0.00 
  315.93  46 14.13     0.00   0  0.00 
  356.53  38 13.09     0.00   0  0.00 
   61.81 301 18.14     0.00   0  0.00 
   67.36 241 15.86    11.40   1  0.01 
   48.53 310 14.68     0.00   0  0.00 
   39.13 497 18.99     0.00   0  0.00 
   77.12 249 18.72     0.00   0  0.00 
   51.75 352 17.80     0.00   0  0.00 
  105.32  47  4.85     0.00   0  0.00 
   74.97  88  6.47     0.00   0  0.00 
  435.08  74 31.60     0.00   0  0.00 
  494.20  41 19.98     0.00   0  0.00 
   69.23 290 19.62     0.00   0  0.00 
  270.91  57 15.13     0.00   0  0.00 
  231.17  75 16.93     0.00   0  0.00 
   92.99 131 11.93     0.00   0  0.00 
   67.81 146  9.67     0.00   0  0.00 
   44.34 166  7.20     0.00   0  0.00 
   41.24 206  8.29     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   70.62 329 22.68     0.00   0  0.00 
   37.98 431 15.99     0.00   0  0.00 
   40.97 409 16.36     0.00   0  0.00 
   40.75 286 11.37     0.00   0  0.00 
   54.78 481 25.75     0.00   0  0.00 
   38.70 458 17.33     0.00   0  0.00 
   35.55 544 18.90     0.00   0  0.00 
   62.69 425 26.00     0.00   0  0.00 
   38.71 495 18.71     0.00   0  0.00 
   34.94 829 28.28     0.00   0  0.00 
   51.84 427 21.60     0.00   0  0.00 
   45.41 592 26.27     0.00   0  0.00 
   49.25 437 21.01     0.00   0  0.00 
   39.66 859 33.27     0.00   0  0.00 
   72.79 338 24.02     0.00   0  0.00 
   54.48 442 23.50     0.00   0  0.00 
   89.29 231 20.14     0.00   0  0.00 
  116.20 214 24.25     0.00   0  0.00 
   52.34 410 20.98     0.00   0  0.00 
   48.07 457 21.47    10.08  36  0.35 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   39.11 592 22.60     0.00   0  0.00 
   68.69 397 26.62    11.38   3  0.04 
   62.61 331 20.25     0.00   0  0.00 
  113.99 218 24.29     0.00   0  0.00 
  436.80  63 26.87     0.00   0  0.00 
   65.85 501 32.25     0.00   0  0.00 
   39.44 614 23.66     0.00   0  0.00 
   57.97 411 23.27     0.00   0  0.00 
   39.99 827 32.31     0.00   0  0.00 
   57.03 508 28.29     0.00   0  0.00 
   39.78 810 31.48     0.00   0  0.00 
   91.66 228 20.40    22.94   5  0.12 
   37.00 499 18.04    12.67  16  0.19 
   66.27 349 22.61     9.38   3  0.02 
   38.60 867 32.68     0.00   0  0.00 
   40.64 686 27.22     0.00   0  0.00 
   86.68 356 30.11     0.00   0  0.00 
   34.48 776 26.13     0.00   0  0.00 
   38.24 452 16.88     0.00   0  0.00 
   46.25 383 17.30     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   59.34 353 20.44     0.00   0  0.00 
   38.91 486 18.46     0.00   0  0.00 
   38.41 491 18.43     0.00   0  0.00 
   41.51 434 17.59     0.00   0  0.00 
   73.91 256 18.50     0.00   0  0.00 
   45.07 463 20.38     0.00   0  0.00 
   47.69 350 16.31     0.00   0  0.00 
   53.78 441 23.15     0.00   0  0.00 
   86.39 300 25.32     0.00   0  0.00 
   49.05 474 22.72     0.00   0  0.00 
   48.20 634 29.86     0.00   0  0.00 
   54.95 472 25.34     0.00   0  0.00 
   44.96 711 31.22     0.00   0  0.00 
   51.36 589 29.56     0.00   0  0.00 
   62.87 444 27.24     0.00   0  0.00 
  172.16 180 30.25     0.00   0  0.00 
   58.91 406 23.38     0.00   0  0.00 
   61.01 482 28.71     0.00   0  0.00 
  161.74 190 29.97     0.00   0  0.00 
   73.61 365 26.26     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   93.82 262 24.04     0.00   0  0.00 
   53.47 431 22.48     0.00   0  0.00 
   26.55 962 24.94     0.00   0  0.00 
   93.38 342 31.20     0.00   0  0.00 
   33.15 576 18.65     0.00   0  0.00 
   36.07 624 21.97     0.00   0  0.00 
   33.46 813 26.58     0.00   0  0.00 
   30.12 559 16.45     0.00   0  0.00 
   47.70 667 31.07     0.00   0  0.00 
   30.94 893 26.99     0.00   0  0.00 
   34.92 1024 34.92     0.00   0  0.00 
   38.95 561 21.32     0.00   0  0.00 
   39.08 918 35.02     0.00   0  0.00 
   37.07 754 27.28     0.00   0  0.00 
   45.62 658 29.33     0.00   0  0.00 
   35.45 755 26.12     0.00   0  0.00 
   48.25 557 26.23     0.00   0  0.00 
   37.53 569 20.87     0.00   0  0.00 
   36.84 763 27.45     0.00   0  0.00 
   42.48 597 24.76     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   34.00 913 30.33     0.00   0  0.00 
   44.92 611 26.81     0.00   0  0.00 
   37.34 727 26.52     0.00   0  0.00 
   34.77 660 22.42     0.00   0  0.00 
   43.11 631 26.56     9.40  12  0.11 
   33.11 894 28.92     0.00   0  0.00 
   31.04 591 17.91     0.00   0  0.00 
   45.85 464 20.77     0.00   0  0.00 
   29.24 846 24.15     0.00   0  0.00 
   31.62 687 21.23    10.00   1  0.01 
   30.50 960 28.58     0.00   0  0.00 
   30.24 943 27.85     0.00   0  0.00 
   30.10 903 26.55    23.64  11  0.25 
   31.66 782 24.18     4.00   1  0.00 
   31.09 706 21.44     0.00   0  0.00 
   31.71 857 26.52    13.44   4  0.05 
   44.80 434 18.96     0.00   0  0.00 
   30.22 809 23.87     0.00   0  0.00 
   30.71 736 22.08     0.00   0  0.00 
   30.95 1509 45.62     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   31.65 1073 33.16     0.00   0  0.00 
   38.38 858 32.18     0.00   0  0.00 
   26.22 1065 27.28     0.00   0  0.00 
   31.98 1005 31.40     0.00   0  0.00 
   38.52 697 26.23     0.00   0  0.00 
   47.83 546 25.48     0.00   0  0.00 
   32.85 782 25.09     0.00   0  0.00 
   34.39 987 33.14     0.00   0  0.00 
   34.06 840 27.93     0.00   0  0.00 
   50.85 586 29.09     0.00   0  0.00 
   62.89 629 38.66     0.00   0  0.00 
   47.43 707 32.74     0.00   0  0.00 
   34.95 885 30.22     0.00   0  0.00 
   47.01 564 25.88     0.00   0  0.00 
   34.98 574 19.61     0.00   0  0.00 
   45.35 540 23.93     0.00   0  0.00 
   40.89 629 25.12     0.00   0  0.00 
   36.29 694 24.58     0.00   0  0.00 
   35.49 680 23.55     0.00   0  0.00 
   44.46 614 26.66     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   31.77 738 22.90     0.00   0  0.00 
   31.01 764 23.15     0.00   0  0.00 
   30.25 838 24.75     0.00   0  0.00 
   39.88 613 23.89     0.00   0  0.00 
   31.17 839 25.54     0.00   0  0.00 
   45.91 441 19.77     0.00   0  0.00 
   47.60 421 19.56     0.00   0  0.00 
   34.70 398 13.49     0.00   0  0.00 
   33.63 294  9.66     0.00   0  0.00 
   33.60 548 17.98     0.00   0  0.00 
   36.83 486 17.46     0.00   0  0.00 
   36.82 505 18.14     0.00   0  0.00 
   34.91 471 16.06     0.00   0  0.00 
   43.64 313 13.36     0.00   0  0.00 
   45.39 341 15.09     0.00   0  0.00 
   39.92 465 18.14     0.00   0  0.00 
   39.44 510 19.64     0.00   0  0.00 
   32.51 843 26.77     0.00   0  0.00 
   34.25 810 27.08     0.00   0  0.00 
   30.21 889 26.22     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   33.46 711 23.23     0.00   0  0.00 
   32.94 849 27.29     0.00   0  0.00 
   33.77 771 25.43     0.00   0  0.00 
   32.53 735 23.36     0.00   0  0.00 
   43.24 498 21.03     0.00   0  0.00 
   27.81 877 23.83     0.00   0  0.00 
  101.15 256 25.26     0.00   0  0.00 
   45.03 465 20.45     0.00   0  0.00 
   30.55 796 23.76     0.00   0  0.00 
   33.95 779 25.83     0.00   0  0.00 
   33.16 942 30.51     0.00   0  0.00 
   43.71 656 27.99     0.00   0  0.00 
   52.53 650 33.35     0.00   0  0.00 
   37.21 978 35.54     0.00   0  0.00 
   33.79 934 30.83     0.00   0  0.00 
   49.29 594 28.59     0.00   0  0.00 
   31.10 1046 31.77     0.00   0  0.00 
   32.11 873 27.38     7.69   4  0.03 
   48.89 456 21.76     0.00   0  0.00 
  103.66 313 31.68     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   31.46 1010 31.03     0.00   0  0.00 
   32.81 1104 35.37     0.00   0  0.00 
   33.37 827 26.94     8.50   1  0.01 
   31.22 913 27.83     0.00   0  0.00 
   41.47 577 23.35     0.00   0  0.00 
   31.82 888 27.61     0.00   0  0.00 
   58.33 456 25.96     0.00   0  0.00 
   32.06 1062 33.24     0.00   0  0.00 
   38.62 1218 45.93     0.00   0  0.00 
   35.33 996 34.36     0.00   0  0.00 
   31.58 1477 45.56     0.00   0  0.00 
   43.29 838 35.45     0.00   0  0.00 
   32.08 1195 37.45     0.00   0  0.00 
   36.57 956 34.15     0.00   0  0.00 
   32.37 1022 32.31     0.00   0  0.00 
   44.52 577 25.08     0.00   0  0.00 
   46.07 469 21.12     0.00   0  0.00 
   27.83 1142 31.03     0.00   0  0.00 
   31.67 1104 34.16     0.00   0  0.00 
   31.36 1045 32.01     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   38.64 869 32.79     0.00   0  0.00 
   30.97 908 27.46     0.00   0  0.00 
   30.27 884 26.12     0.00   0  0.00 
   45.03 567 24.93     0.00   0  0.00 
   31.98 869 27.14     0.00   0  0.00 
   30.84 1037 31.22     0.00   0  0.00 
   41.62 678 27.57     0.00   0  0.00 
   31.38 990 30.35     0.00   0  0.00 
   30.88 1200 36.18     0.00   0  0.00 
   32.12 1038 32.55     0.00   0  0.00 
   33.17 908 29.41     0.00   0  0.00 
   30.66 963 28.84     0.00   0  0.00 
   38.45 844 31.71     0.00   0  0.00 
   30.91 859 25.93     0.00   0  0.00 
   32.15 737 23.14     0.00   0  0.00 
   34.19 674 22.50     0.00   0  0.00 
   45.36 544 24.12     0.00   0  0.00 
   34.23 965 32.27     0.00   0  0.00 
   34.99 1046 35.75     0.00   0  0.00 
   33.67 1062 34.94     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   31.88 1146 35.67     0.00   0  0.00 
   41.57 894 36.30     0.00   0  0.00 
   33.95 1281 42.48     0.00   0  0.00 
   43.19 916 38.64     0.00   0  0.00 
   30.16 1102 32.47     8.73   9  0.08 
   45.80 465 20.82    10.00   1  0.01 
   89.59 476 41.67     0.00   0  0.00 
   47.65 650 30.22     0.00   0  0.00 
   29.87 1353 39.46     0.00   0  0.00 
   31.92 723 22.54     0.00   0  0.00 
   31.37 804 24.63     0.00   0  0.00 
   30.83 735 22.11     0.00   0  0.00 
   33.12 688 22.26     0.00   0  0.00 
   31.62 1364 42.13     0.00   0  0.00 
   33.16 1130 36.59     0.00   0  0.00 
   39.35 964 37.05     0.00   0  0.00 
   39.25 939 36.00     0.00   0  0.00 
   37.99 1138 42.23     0.00   0  0.00 
   37.02 1238 44.77     0.00   0  0.00 
   34.87 1167 39.75     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   32.24 1335 42.04     0.00   0  0.00 
   39.67 867 33.60     0.00   0  0.00 
   36.49 962 34.29     0.00   0  0.00 
   36.90 1046 37.71     0.00   0  0.00 
   31.56 1177 36.28     0.00   0  0.00 
   68.58 468 31.35     0.00   0  0.00 
   34.11 669 22.28     0.00   0  0.00 
   33.64 859 28.23     0.00   0  0.00 
   39.32 850 32.65     0.00   0  0.00 
   43.17 562 23.70     0.00   0  0.00 
   54.46 498 26.47     0.00   0  0.00 
   48.17 480 22.60     0.00   0  0.00 
   46.79 622 28.42     0.00   0  0.00 
   99.23 281 27.20     0.00   0  0.00 
   40.55 802 31.74     0.00   0  0.00 
   39.86 686 26.70     0.00   0  0.00 
   41.21 708 28.50     0.00   0  0.00 
   46.03 542 24.35     0.00   0  0.00 
   47.77 647 30.16     0.00   0  0.00 
   41.68 516 20.98     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   36.31 933 33.08     0.00   0  0.00 
   43.62 576 24.52     0.00   0  0.00 
   27.76 266  7.20     0.00   0  0.00 
   31.87 751 23.37     0.00   0  0.00 
   29.99 845 24.75     0.00   0  0.00 
   35.67 598 20.84     0.00   0  0.00 
   35.67 524 18.24     0.00   0  0.00 
   40.06 849 33.22     0.00   0  0.00 
   37.97 653 24.22     0.00   0  0.00 
